algorithm,scenario,cost_function,level,name,value
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_16,5.172229052636968e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_16,0.1402314747011911
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_17,5.237771363044762e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_17,0.14105908873932
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_2,1.0135843135443437e-06
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_2,0.2661949676475552
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_3,5.175720780113001e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_3,0.1405288237815078
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_4,7.144626566726839e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_4,0.1424999993278066
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_5,7.144627025006704e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_5,0.14250000521668
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_6,7.144626582826694e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_6,0.1424999995195973
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_7,1.1109469755911789e-06
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_7,0.2660631219741604
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_8,5.180825980298289e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_8,0.1406808208903536
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_9,5.244037609692395e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_9,0.1408530629199484
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_1,5.483388814696288e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_1,0.1404699334325093
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_10,1.1307650203369088e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_10,0.2664414998197899
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_11,5.189144086139375e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_11,0.1401220579513558
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_12,5.269827044109456e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_12,0.140728823665754
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_13,1.146974097398403e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_13,0.2661438263701106
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_14,5.088302150318363e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_14,0.1404596228786951
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_15,5.046497911962433e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_15,0.1402913589477539
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_16,5.172229052636968e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_16,0.1402314747011911
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_17,1.0313208442097592e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_17,0.2654634761809444
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_2,1.0135843135443437e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_2,0.2661949676475552
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_3,1.0292547015274385e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_3,0.2667855325094156
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_4,1.7325764552540709e-06
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_4,0.2677678870101765
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_5,7.144627025006704e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_5,0.14250000521668
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_6,7.144626582826694e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_6,0.1424999995195973
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_7,5.718146911057027e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_7,0.1410711141136603
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_8,5.180825980298289e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_8,0.1406808208903536
MATD3,E3,building_battery_health_capacity_fade_ratio,building,Building_9,5.244037609692395e-07
MATD3,E3,building_battery_health_equivalent_full_cycles_count,building,Building_9,0.1408530629199484
